episode, episode steps, episode reward, loss, mean_absolute_error, mean_q
 480, 24, 24.000, 86.578457, 36.555443, 69.1950
 481, 25, 25.000, 55.395489, 32.837503, 62.0275
 482, 47, 47.000, 31.256577, 29.675536, 57.5461
 483, 500, 500.000, 5.334565, 30.586928, 61.4903
 484, 128, 128.000, 9.671736, 30.416167, 60.3143
 485, 500, 500.000, 5.388931, 35.776565, 71.7151
 486, 185, 185.000, 7.893290, 35.056961, 69.9899
 487, 39, 39.000, 40.484943, 34.088655, 66.4787
 488, 92, 92.000, 13.010734, 31.251251, 62.3045
 489, 81, 81.000, 10.192977, 28.710746, 57.3214
 490, 30, 30.000, 46.520109, 31.540947, 61.3349
 491, 90, 90.000, 3.231428, 23.542786, 47.3567
 492, 96, 96.000, 4.064359, 24.616485, 49.4209
 493, 148, 148.000, 3.055739, 26.845194, 53.8642
 494, 83, 83.000, 3.059517, 23.594614, 47.3566
 495, 106, 106.000, 2.753163, 25.546709, 51.3806
 496, 74, 74.000, 4.376143, 24.196632, 48.4314
 497, 67, 67.000, 6.256355, 24.003763, 47.9465
 498, 108, 108.000, 0.667029, 21.041331, 42.2938
 499, 500, 500.000, 7.320520, 36.619241, 73.3750
 500, 24, 24.000, 56.222142, 35.892413, 68.6275
 501, 169, 169.000, 10.722708, 36.169373, 72.4762
 502, 178, 178.000, 7.292184, 34.943732, 69.6990
 503, 79, 79.000, 16.575922, 33.310211, 66.0488
 504, 10, 10.000, 149.516650, 34.521988, 62.6596
 505, 16, 16.000, 58.114193, 27.679051, 52.2966
 506, 78, 78.000, 11.169937, 22.180210, 42.5522
 507, 74, 74.000, 3.054611, 17.940509, 35.0282
 508, 500, 500.000, 4.192653, 25.908045, 52.1393
 509, 500, 500.000, 6.026508, 33.686575, 67.7094
 510, 500, 500.000, 6.911623, 37.221013, 74.6221
 511, 500, 500.000, 7.550807, 39.227290, 78.6787
 512, 500, 500.000, 7.558611, 42.525973, 85.4128
 513, 500, 500.000, 5.943124, 37.916233, 75.9526
 514, 19, 19.000, 170.789281, 46.444457, 88.7548
 515, 63, 63.000, 51.587010, 41.795579, 81.2293
 516, 500, 500.000, 4.956744, 34.878797, 70.0006
 517, 104, 104.000, 3.345198, 28.410077, 56.3716
 518, 500, 500.000, 6.530767, 35.846156, 71.9222
 519, 500, 500.000, 7.794283, 39.518393, 79.1123
 520, 500, 500.000, 6.195643, 34.111500, 68.4425
 521, 282, 282.000, 7.135824, 36.222204, 72.3607
 522, 164, 164.000, 3.753623, 32.761565, 65.3925
 523, 12, 12.000, 261.777945, 42.549164, 79.6112
 524, 500, 500.000, 5.865029, 33.965031, 68.1415
 525, 101, 101.000, 3.203557, 32.019280, 63.9605
 526, 63, 63.000, 9.902680, 31.052033, 61.6968
 527, 57, 57.000, 4.210873, 26.540544, 52.7866
 528, 60, 60.000, 3.275655, 25.747732, 51.2917
 529, 79, 79.000, 1.854996, 25.781581, 51.4757
 530, 53, 53.000, 3.223837, 23.040389, 45.9267
 531, 87, 87.000, 1.115018, 23.231596, 46.5615
 532, 126, 126.000, 1.415563, 26.882050, 53.8445
 533, 50, 50.000, 0.842801, 20.609360, 41.1219
 534, 65, 65.000, 0.855351, 19.319325, 38.6327
 535, 30, 30.000, 22.575854, 26.944432, 52.5003
 536, 103, 103.000, 0.705218, 16.911081, 33.8212
 537, 94, 94.000, 0.495205, 15.732549, 31.5278
 538, 142, 142.000, 0.487018, 17.720339, 35.5123
 539, 94, 94.000, 0.444535, 15.207736, 30.3853
 540, 479, 479.000, 6.520885, 34.036708, 68.0618
 541, 16, 16.000, 111.455947, 36.021094, 66.5829
 542, 50, 50.000, 51.765383, 39.325597, 76.4040
 543, 50, 50.000, 2.087484, 22.046918, 43.6717
 544, 43, 43.000, 5.277349, 23.302178, 46.0049
 545, 47, 47.000, 3.016798, 21.246501, 42.3185
 546, 40, 40.000, 1.024143, 17.031239, 33.8616
 547, 37, 37.000, 6.162520, 20.018518, 39.5209
 548, 75, 75.000, 0.646337, 16.508811, 33.1327
 549, 193, 193.000, 0.585379, 12.973896, 25.8156
 550, 110, 110.000, 12.864563, 21.763152, 42.9000
 551, 223, 223.000, 1.089616, 19.550533, 38.9784
 552, 500, 500.000, 6.859883, 39.451731, 79.0646
 553, 500, 500.000, 8.611946, 41.446680, 83.0545
 554, 30, 30.000, 24.180920, 33.679257, 64.5824
 555, 212, 212.000, 6.078090, 34.112503, 67.7475
 556, 11, 11.000, 205.804636, 38.122335, 69.8460
 557, 11, 11.000, 68.035685, 28.433645, 53.1091
 558, 14, 14.000, 66.660945, 25.971184, 45.1802
 559, 180, 180.000, 3.331926, 20.147743, 39.7063
 560, 73, 73.000, 1.405414, 16.766731, 33.2616
 561, 71, 71.000, 1.449418, 13.287025, 26.1651
 562, 43, 43.000, 8.562577, 24.143050, 47.8053
 563, 57, 57.000, 1.165934, 13.793797, 27.4329
 564, 84, 84.000, 1.062236, 15.594968, 31.0680
 565, 55, 55.000, 2.217443, 18.837429, 37.6801
 566, 39, 39.000, 2.349731, 17.812378, 35.2141
 567, 42, 42.000, 1.348342, 15.077106, 30.0610
 568, 40, 40.000, 1.699452, 13.161250, 25.9129
 569, 71, 71.000, 1.328602, 15.350177, 30.8439
 570, 94, 94.000, 1.147500, 11.223954, 22.3402
 571, 137, 137.000, 0.820375, 15.888460, 31.8350
 572, 500, 500.000, 6.384794, 33.043638, 66.2555
 573, 500, 500.000, 6.527032, 36.086839, 72.4273
 574, 367, 367.000, 6.520733, 35.750814, 71.6077
 575, 20, 20.000, 187.574619, 45.445188, 85.1759
 576, 500, 500.000, 7.181937, 38.157528, 76.6826
 577, 500, 500.000, 5.798377, 37.153808, 74.6306
